가맹점ID,가맹점명,가맹점유형코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지도로명주소상세정보,소재지지번주소,소재지지번주소상세정보,전화번호,사업자번호,종사업자번호,대표자명,사업자상태,사업자상태변경일,프랜차이즈명,일반직영,음식점분류,시설정보구분,위도,경도,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,배달시작시각,배달종료시각,아침점심저녁구분,배달가능여부,관리기관,관리기관전화번호,데이터기준일자
22102181,떡볶이참잘하는집떡참대구시지점,10,대구,수성구,27260,신매로 30,,신매동 593-5,,053-792-2266,8094200765,,이형애,01,2022-07-01,떡볶이참잘하는집,01,12,30,35.83208703,128.7074803,1100,2300,1100,2300,1100,2300,1230,2300,3+5,Y,수성구청,053-666-4646,2022-10-21 13:36:35
22102180,싱싱횟집,10,대구,달성군,27710,대실역북로1길 9,,다사읍 매곡리 1547-10,,053-591-7070,8081300632,,박해동,01,,,03,13,30,35.85862431,128.4657119,1130,2330,1130,2330,1130,2330,1130,2130,3+5,Y,달성군청,053-668-2687,2022-10-21 13:35:20
22102179,삼겹싸롱 (성서계대점),10,대구,달서구,27290,서당로7길 52,,신당동 1790-20,,053-582-3045,8080601517,,이창현,01,,,03,13,30,35.8551187,128.4925061,1000,2200,1000,2200,1000,2200,1030,0200,1+3+5,Y,달서구청,053-667-2536,2022-10-21 13:33:44
22102178,소문난부자돼지국밥,10,대구,서구,27170,국채보상로 203,,평리동 1526-25,,053-522-8899,8077400192,,김희숙,01,2020-07-01,소문난부자돼지국밥,01,13,30,35.87034179,128.5531113,0830,2200,0830,2200,0830,2200,0900,2120,1+3+5,Y,서구청,053-663-2613,2022-10-21 13:29:28
22102177,오늘은짬뽕땡기는날,10,대구,달서구,27290,달구벌대로259길 32,,이곡동 1250,,053-581-7710,8071600718,,구태현,01,,오늘은짬뽕땡기는날,01,11,30,35.85448005,128.5099785,1130,2030,1130,2030,0000,0000,1110,2020,3+5,Y,달서구청,053-667-2536,2022-10-21 13:27:45
22102176,응급실국물떡볶이 대구동성로점,10,대구,중구,27110,동성로1길 67,,봉산동 25-9,,053-255-5119,8065000311,,김건욱,01,,응급실국물떡볶이,01,12,30,35.86556793,128.5970662,1100,0100,1100,0100,1100,0100,1020,0100,3+5,Y,중구청,053-661-2535,2022-10-21 13:26:05
22102175,응급실국물떡볶이 대구동천점,10,대구,북구,27230,동천로 81,,동천동 922-3,,053-323-3353,8062600863,,김현우,01,,응급실국물떡볶이,01,12,30,35.93894572,128.5598356,1050,0150,1050,0150,1050,0150,1050,0100,3+5,Y,북구청,053-665-2527,2022-10-21 13:24:24
22102174,냉면의 신,10,대구,달서구,27290,월곡로28길 37,,상인동 1572-4,,053-633-9101,8061401480,,제성규,01,2022-07-01,냉면의 신,01,13,30,35.81046933,128.5470783,1000,0000,1000,0000,1000,0000,1000,2000,1+3+5,Y,달서구청,053-667-2536,2022-10-21 13:22:55
22102173,오늘은짬뽕땡기는날 각산점,10,대구,동구,27140,안심로 389,,신서동 521-39,,053-965-7577,8057200149,,황영수,01,2019-07-01,오늘은짬뽕땡기는날,01,11,30,35.87061039,128.7263603,1000,2000,1000,2000,1000,2000,1000,2000,1+3+5,Y,동구청,053-662-2744,2022-10-21 13:21:20
22102172,박가부대 대구신서혁신점,10,대구,동구,27140,첨단로 30,이노빌딩,신서동 1149,이노빌딩,053-962-1222,8052600026,,이상학,01,,박가부대,01,13,30,35.87872066,128.7304625,1130,2100,1130,2100,0000,0000,1130,2130,3+5,Y,동구청,053-662-2744,2022-10-21 13:20:03
22102171,와송식육식당,10,대구,북구,27230,팔거천동로4길 8,,구암동 667-1,,053-323-1246,8044900658,,한송이,01,,,03,13,10,35.92643217,128.5520123,1100,0000,1100,0000,1100,0000,1100,0000,3+5,Y,북구청,053-665-2527,2022-10-21 13:17:36
22102170,오(5)성급스타 FOOD,10,대구,달서구,27290,당산로21길 53,감삼중앙시장,감삼동 185-4,감삼중앙시장,,8033900845,,최부현,01,,,03,13,30,35.84692537,128.5421032,0000,0000,0000,0000,0000,0000,0000,0000,1+3+5,Y,달서구청,053-667-2536,2022-10-21 13:16:13
22102169,편밀밀,10,대구,중구,27110,봉산문화길 24,,봉산동 220-47,,0507-1389-3848,8031900546,,정원호,01,2021-07-01,,03,12,30,35.86120749,128.5983185,1130,2100,1130,2100,1130,2100,1130,2030,3+5,Y,중구청,053-661-2535,2022-10-21 13:14:50
22102168,두루치기 배달 가는 남자,10,대구,북구,27230,대불서길 19,,산격동 481-18,,053-384-5353,8031002158,,손성민,01,,,03,13,30,35.90117655,128.6138898,0900,1800,0900,1800,0900,1800,0900,1800,1+3+5,Y,북구청,053-665-2527,2022-10-21 13:13:24
22102167,대정옥,10,대구,수성구,27260,교학로 33,,만촌동 864-13,,053-744-8686,8026900489,,이미자,01,,,03,13,30,35.85210808,128.6522566,1000,2200,1000,2200,1000,2200,0900,2100,1+3+5,Y,수성구청,053-666-4646,2022-10-21 13:11:55
22102166,테라스57,10,대구,중구,27110,명륜로 57,,남산동 613-11,,0507-1387-6204,7997200320,,김명훈,01,,,03,12,30,35.86202192,128.5909958,1000,1800,1000,1630,0000,0000,,,1+3+5,N,중구청,053-661-2535,2022-10-21 13:09:40
22102165,숲과오리,10,대구,달서구,27290,월배로23길 6,,진천동 95-5,,053-581-5279,7991401580,,이광민+김영록,01,,,03,13,30,35.81499571,128.5265884,1130,2130,1130,2130,1130,2130,1130,0130,3+5,Y,달서구청,053-667-2536,2022-10-21 13:07:53
22102164,우담국수,10,대구,수성구,27260,달구벌대로650길 59,,욱수동 263-7,,053-794-9096,7991401071,,전현주,01,2021-07-01,,03,13,30,35.83315748,128.7092048,1100,2300,1100,2300,1100,2300,1100,2300,3+5,Y,수성구청,053-666-4646,2022-10-21 13:06:16
22102163,통불 대구남산점,10,대구,남구,27200,명덕로 106,,대명동 2130-12,,0507-1337-2363,7991002276,,성준모,01,,통불,01,13,30,35.85665048,128.5815845,1800,0400,1800,0400,1800,0400,1600,0340,5,Y,남구청,053-664-2556,2022-10-21 13:05:06
22102162,중식도,10,대구,수성구,27260,달구벌대로652길 11,,신매동 156-4,,0508-8192-2307,7990302263,,이재원,01,,,03,11,30,35.83659843,128.7121237,1030,2200,1030,2200,1030,2200,1000,2200,1+3+5,Y,수성구청,053-666-4646,2022-10-21 13:03:35
22102161,을찌로국물떡볶이,10,대구,서구,27170,국채보상로46길 63,평리반도아파트,평리동 1356-1,평리반도아파트,053-523-9111,7990100733,,장나윤,01,2021-07-01,을찌로국물떡볶이,01,12,30,35.86483205,128.5568724,1100,2300,1100,2300,1100,2300,1100,2300,3+5,Y,서구청,053-663-2613,2022-10-21 13:02:17
22102160,북성로 우동불고기 영대점,10,대구,남구,27200,대명로 307,,대명동 58-6,,0507-1368-5802,3281600383,,이순덕,01,,북성로,01,13,30,35.84503323,128.5892815,1100,0200,1100,0200,1100,0200,1100,0240,3+5,Y,남구청,053-664-2556,2022-10-21 11:54:28
22102159,온세면,10,대구,달서구,27290,조암남로 42,트럼프스타,월성동 1264,트럼프스타,0507-1301-9949,3273500741,,박우근,01,2021-07-01,,03,13,30,35.82175667,128.5280127,1100,2130,1100,2130,1100,2130,1100,2130,3+5,Y,달서구청,053-667-2536,2022-10-21 11:51:54
22102157,마포만두,10,대구,서구,27170,서대구로 25,삼익맨션,내당동 350-1,삼익맨션,053-561-3700,3260600490,,박견후,01,2017-07-01,,03,12,60,35.86032775,128.5560511,1030,2100,1030,2100,0000,0000,1030,2100,1+3+5,Y,서구청,053-663-2613,2022-10-21 11:51:18
22102156,오늘은짬뽕땡기는날 구지점,10,대구,달성군,27710,과학마을로4길 3,,구지면 응암리 1209,,053-617-8889,3260501925,,장연옥,01,,오늘은짬뽕땡기는날,01,11,30,35.6553229,128.4192276,1000,2000,1000,2000,1000,2000,1000,2000,1+3+5,Y,달성군청,053-668-2687,2022-10-21 11:50:43
22102155,날아라솥뚜껑,10,대구,달서구,27290,와룡로9길 90,,본동 683-2,,053-633-9736,7982501055,,우용규,01,2022-07-01,,03,13,30,35.83671433,128.5317377,1100,2230,1100,2230,1100,2230,1100,2230,3+5,Y,달서구청,053-667-2536,2022-10-21 11:50:17
22102154,곤지암할매 소머리국밥 신천역점,10,대구,동구,27140,동부로 29,신천역 까사밀라,신천동 538-3,신천역 까사밀라,0503-8906-0789,3252101427,,이상훈,01,,곤지암할매,01,13,30,35.87440057,128.6156343,0830,2200,0830,2200,0830,2200,1000,2200,1+3+5,Y,동구청,053-662-2744,2022-10-21 11:50:12
22102153,대패가1900 대구칠곡점,10,대구,북구,27230,팔거천동로34길 12,,동천동 924-9,,053-311-6010,6894800839,,손은경,01,,대패가1900,01,13,30,35.9376094,128.5590395,1100,2230,1100,2230,1100,2230,1100,2230,3+5,Y,북구청,053-665-2527,2022-10-21 11:49:30
22102151,떡볶이참잘하는집 떡참 대구봉덕점,10,대구,남구,27200,삼정4길 93,,봉덕동 1336-29,,053-471-6366,3233700928,,이영주,01,,떡볶이참잘하는집,01,13,30,35.83582111,128.5949906,1100,0000,1100,0000,1100,0000,1030,2230,3+5,Y,남구청,053-664-2556,2022-10-21 11:48:59
22102150,윤옥연할매떡볶이 이시아점,10,대구,동구,27140,팔공로51길 15,,봉무동 1539-9,,0507-1441-4440,3224500686,,이형진,01,,윤옥연할매떡볶이,01,12,30,35.92246686,128.6397131,1500,2300,1500,2300,1500,2300,1100,2300,3+5,Y,동구청,053-662-2744,2022-10-21 11:48:06
22102149,닭치고낙곱새 구지점,10,대구,달성군,27710,국가산단대로68길 21,,구지면 창리 1452-1,,053-614-3337,7963600925,,정효진,01,2022-07-01,닭치고낙곱새,01,13,30,35.6590495,128.4206818,1200,2200,1200,2200,0000,0000,1130,2200,3+5,Y,달성군청,053-668-2687,2022-10-21 11:48:03
22102148,채다올김밥 대곡점,10,대구,달서구,27290,도원로 30,대곡프라자,도원동 1432-2,대곡프라자,053-632-1993,3221600482,,여성미,01,,채다올김밥,01,12,30,35.80721515,128.5353427,0800,2200,0800,2200,0800,2200,1100,2100,1+3+5,Y,달서구청,053-667-2536,2022-10-21 11:47:32
22102147,영화옥,10,대구,중구,27110,북성로 68,,북성로2가 48,,053-254-9797,7961200481,,김남희,01,2021-07-01,,03,13,30,35.87391723,128.5898233,1100,2200,1100,2200,1100,2200,1030,2200,3+5,Y,중구청,053-661-2535,2022-10-21 11:46:45
22102146,국과죽 본점,10,대구,달성군,27710,명곡로 12,,화원읍 명곡리 106,,0503-8901-3344,3220301588,,채태숙,01,,국과죽,02,13,30,35.79809755,128.4956012,1100,2030,1100,2030,1100,2030,1100,2030,3+5,Y,달성군청,053-668-2687,2022-10-21 11:46:26
22102145,짬뽕상회 미소점,10,대구,동구,27140,메디밸리로 13,,대림동 890-2,,053-962-8885,3216400398,,최다영,01,,,03,11,30,35.87370183,128.7493723,1100,2230,1100,2230,1100,2230,1100,2300,3+5,Y,동구청,053-662-2744,2022-10-21 11:45:59
22102144,교동면옥 냉면&갈비탕 신천점,10,대구,동구,27140,동부로 84,,신천동 283-4,,053-268-2022,3200801122,,송기조,01,,교동면옥,01,13,30,35.87515647,128.6217634,1100,2130,1100,2130,1100,2130,1100,2110,3+5,Y,동구청,053-662-2744,2022-10-21 11:45:25
22102142,정직유부 감삼점,10,대구,달서구,27290,당산로38길 23-5,,두류동 495-40,,053-657-1889,3191801418,,임지원,01,,정직유부,01,12,60,35.85374012,128.5496204,1100,2030,1100,2030,0000,0000,1100,2000,3+5,Y,달서구청,053-667-2536,2022-10-21 11:44:53
22102141,숨쉬는순두부,10,대구,수성구,27260,들안로 44,,두산동 138-2,,053-783-0092,7958601625,,김규태,01,,숨쉬는순두부,01,13,30,35.83371087,128.6171658,1030,2200,1030,2200,1030,2200,1030,2140,1+3+5,Y,수성구청,053-666-4646,2022-10-21 11:43:53
22102140,머꼬또떡복이,10,대구,동구,27140,큰고개로 7,,신암동 136-184,,053-959-0286,3185700244,,정선진,01,2022-07-01,머꼬또떡볶이,01,12,30,35.88556272,128.626181,1100,0030,1100,0030,1100,0030,1100,0030,3+5,Y,동구청,053-662-2744,2022-10-21 11:43:42
22102139,전주콩나물해장국식당,10,대구,동구,27140,아양로 122,,신암동 249-12,,053-956-8863,7950500762,,임희진,01,2019-07-01,전주콩나물해장국,01,13,30,35.88460961,128.6268783,0800,2200,0800,2200,0800,2200,1000,2200,1+3+5,Y,동구청,053-662-2744,2022-10-21 11:42:52
22102138,콩이락,10,대구,달서구,27290,상화북로 137,한양은하아파트,상인동 1474,한양은하아파트,070-8760-0034,3183900987,,정정훈,01,,콩이락,02,13,60,35.81121352,128.5409043,1100,2200,1100,2200,1100,2200,1000,2200,3+5,Y,달서구청,053-667-2536,2022-10-21 11:42:51
22102137,현풍물총칼국수,10,대구,달성군,27710,테크노공원로 21,,현풍읍 중리 503,,053-611-6089,7947100293,,배종원,01,,,03,13,30,35.69133236,128.4554333,1100,2100,1100,2100,1100,2100,1100,2030,3+5,Y,달성군청,053-668-2687,2022-10-21 11:41:33
22102136,정직유부 신서혁신도시점,10,대구,동구,27140,이노밸리로 325,,신서동 1149-5,,053-721-7968,7943301005,,표옥희,01,,정직유부,01,12,60,35.87809291,128.7326834,0800,2000,1000,2000,0000,0000,1030,1900,1+3+5,Y,동구청,053-662-2744,2022-10-21 11:39:04
22102135,복만선,10,대구,동구,27140,동호로3길 32,,동호동 370-2,,053-963-7373,7940202238,,진미희,01,,,03,11,30,35.86655082,128.7238639,1030,2030,1030,2030,1030,2030,1030,2030,1+3+5,Y,동구청,053-662-2744,2022-10-21 11:37:19
22102134,해달푸드,10,대구,달서구,27290,성서서로73길 28,,신당동 170,,053-254-0118,3174200723,,김현진,01,,,03,13,30,35.85749956,128.4984278,0900,2100,0900,2100,0900,2100,0900,2130,1+3+5,Y,달서구청,053-667-2536,2022-10-21 11:35:39
22102133,청정돼지(혁신점),10,대구,동구,27140,안심로51길 59,,서호동 23-9,,053-964-9233,7933500818,,서용태,01,2022-07-01,,03,13,30,35.86889372,128.7126915,1100,0000,1020,2200,1020,2200,1100,2200,3+5,Y,동구청,053-662-2744,2022-10-21 11:35:12
22102132,국수나무 동구청점,10,대구,동구,27140,아양로39길 6,,신암동 38-2,,0507-1353-9394,3152163896,,구현정,01,,국수나무 동구청점,01,13,30,35.88653071,128.634856,1130,2030,1130,2030,1130,2030,1130,2030,3+5,Y,동구청,053-662-2744,2022-10-21 11:34:57
22102131,매콩 꼬마김밥 앤 토스트,10,대구,동구,27140,율하동로23길 7,,율하동 933-1,,053-965-9978,3150640279,,신원종,01,,,03,12,60,35.869824,128.7013781,1030,1920,1030,2030,1030,1530,1030,2010,1+3+5,Y,동구청,053-662-2744,2022-10-21 11:34:23
22102130,다전한식,10,대구,북구,27230,대현로 118,,대현동 270-13,,053-953-9431,3150471410,,임영주,01,,,03,13,30,35.88143297,128.6116507,1030,2000,1030,2000,1030,2000,1030,2000,1+3+5,Y,북구청,053-665-2527,2022-10-21 11:32:35
22102129,맛집분식&야식,10,대구,달성군,27710,국가산단북로60길 59,대구국가산단 반도유보라 아이비파크 2,구지면 응암리 1251,대구국가산단 반도유보라 아이비파크 2,053-615-5151,7930201949,,박윤순,01,,,03,12,30,35.65805544,128.421075,1700,0500,1700,0500,1700,0500,1700,0500,5,Y,달성군청,053-668-2687,2022-10-21 11:32:26
22102128,황궁반점,10,대구,서구,27170,서대구로63길 12,,비산동 1636,,053-562-9898,7920701295,,정영조,01,2022-07-01,,03,11,30,35.88708661,128.5573513,1000,2130,1000,2130,1000,2130,1000,2130,1+3+5,Y,서구청,053-663-2613,2022-10-21 11:31:06
22102127,우록뜰,10,대구,달성군,27710,우록길 127,,가창면 우록리 100-2,,053-766-3363,8952201113,,노명희,01,2022-07-01,,03,13,30,35.72572048,128.6552695,1100,2100,1100,2100,1100,2100,1100,2100,3+5,Y,달성군청,053-668-2687,2022-10-21 11:21:23
22102126,강릉초당골 짬뽕순두부 경북대점,10,대구,북구,27230,대동로 28,,산격동 1253-43,,053-245-9661,3148701724,,김재찬,01,,강릉초당골 짬뽕순두부,01,13,30,35.89724217,128.609676,0830,0200,0830,0200,0830,2100,0830,2100,1+3+5,Y,북구청,053-665-2527,2022-10-21 11:19:46
22102125,이사벨라스 차이나,10,대구,서구,27170,달서천로74길 8,,원대동1가 826,,053-216-1612,7920600590,,하주홍,01,2019-07-01,,03,11,30,35.88285205,128.5739532,1030,2030,1030,2030,1030,2030,0000,0000,1+3+5,Y,서구청,053-663-2613,2022-10-21 11:19:22
22102124,부자면 시지직영점,10,대구,수성구,27260,달구벌대로 3213,,신매동 366-4,,0507-1407-1030,3148555788,,유지환 외 2인,01,,부자면,02,13,30,35.84028522,128.7084591,1100,2130,1100,2130,1100,2130,1100,2040,3+5,Y,수성구청,053-666-4646,2022-10-21 11:19:00
22102123,선비꼬마김밥각산점,10,대구,동구,27140,동호로 75,,신서동 530-4,,0507-1335-3407,3145500461,,이성호,01,2021-07-01,선비꼬마김밥,01,12,30,35.86635706,128.7250764,0700,2000,0700,2000,0700,2000,0900,1930,1+3+5,Y,동구청,053-662-2744,2022-10-21 11:17:41
22102122,요리조리,10,대구,달성군,27710,테크노중앙대로6길 2-18,,유가읍 봉리 586-5,,053-614-9412,3131901590,,정동민,01,,,03,12,30,35.69716173,128.4592324,1230,0200,1230,0200,1230,0200,1230,0200,3+5,Y,달성군청,053-668-2687,2022-10-21 11:16:55
22102121,야미떡볶이,10,대구,남구,27200,양지북길 130,,대명동 2142-10,,070-5110-2030,7920402070,,강우일,01,2022-07-01,야미떡볶이,01,12,30,35.85232971,128.580677,1000,0200,1000,0200,1000,0200,1400,0220,1+3+5,Y,남구청,053-664-2556,2022-10-21 11:16:33
22102120,이웃집소녀떡볶이 산격복현점,10,대구,북구,27230,동북로 130,,산격동 1203-35,,0508-8188-7559,3131900719,,이진영,01,2020-07-01,이웃집소녀떡볶이,01,12,30,35.90110866,128.6075179,1100,2300,1100,2300,1100,2300,1100,2300,3+5,Y,북구청,053-665-2527,2022-10-21 11:16:26
22102119,미소아구,10,대구,달서구,27290,당산로21안길 39,,감삼동 206-58,,053-624-3415,3130862441,,이상곤,01,2022-07-01,,03,13,30,35.84548898,128.5436643,1030,2300,1030,2300,1030,2300,1030,2300,1+3+5,Y,달서구청,053-667-2536,2022-10-21 11:15:59
22102118,이모식당,10,대구,중구,27110,태평로 56,도원아파트,도원동 3-5,도원아파트,053-254-1412,3130610139,,황성민,01,,,03,13,30,35.876604,128.5839093,1030,2030,1030,2030,1030,2030,1030,2030,1+3+5,Y,중구청,053-661-2535,2022-10-21 11:15:29
22102117,육각수냉면,10,대구,서구,27170,당산로47길 69,중리일신아파트,중리동 720-1,중리일신아파트,053-566-6669,7917400392,,조경훈,01,,육각수냉면,01,13,30,35.85619704,128.5438582,1100,2100,1030,2200,1030,2200,1100,2100,3+5,Y,서구청,053-663-2613,2022-10-21 11:15:06
22102116,시골돼지찌개&짜글이,10,대구,달서구,27290,학산로7길 90,,본동 690-7,,053-246-8229,3124200465,,김태희,01,2022-07-01,시골돼지찌개,01,13,30,35.83635334,128.5309377,1100,2300,1100,2300,1100,2300,1100,2300,3+5,Y,달서구청,053-667-2536,2022-10-21 11:14:57
22102115,교동면옥 냉면&갈비탕 유천점,10,대구,달서구,27290,월배로5길 8,,유천동 362-7,,053-638-7222,3117600128,,김경연,01,,교동면옥,01,13,30,35.8131869,128.5180939,1100,2130,1100,2130,1100,2130,0930,2100,3+5,Y,달서구청,053-667-2536,2022-10-21 11:14:17
22102114,떡군이네 떡볶이  복현신암점,10,대구,북구,27230,동북로 345,복현푸르지오,복현동 694,복현푸르지오,053-964-1666,3114000978,,유현곤,01,,떡군이네떡볶이,01,12,30,35.89258902,128.627348,1100,0100,1100,0100,1100,0100,1100,0100,3+5,Y,북구청,053-665-2527,2022-10-21 11:13:24
22102113,닭꼬치는날 현풍테크노점(원스함박&카레),10,대구,달성군,27710,테크노중앙대로5길 15,,현풍읍 중리 467-2,,053-617-7892,7911501356,,신지원,01,,,03,21,30,35.69699967,128.4554916,1600,0300,1600,0300,1600,0300,1600,0300,5,Y,달성군청,053-668-2687,2022-10-21 11:13:07
22102112,제일반점(일미반점),10,대구,북구,27230,호국로 21,,산격동 621-7,,053-381-6065,3113501162,,임화영,01,,,03,11,30,35.90470069,128.6019823,1000,2000,1000,2000,1000,2000,1000,2000,1+3+5,Y,북구청,053-665-2527,2022-10-21 11:12:52
22102111,하람,10,대구,북구,27230,칠곡중앙대로116길 22,,읍내동 830-1,,050-7781-2854,8952101168,,정종민,01,,하람떡볶이,01,12,30,35.94632051,128.5530982,1030,2330,1030,2300,1030,2300,1030,2300,1+3+5,Y,북구청,053-665-2527,2022-10-21 11:12:32
22102110,밤새우는닭 신당점,10,대구,달서구,27290,서당로3길 113,,신당동 1836-8,,0507-1374-4593,3113201083,,안향희,01,2022-07-01,밤새우는닭,01,13,30,35.85214033,128.4945028,1800,0300,1800,0300,1800,0300,1800,0300,5,Y,달서구청,053-667-2536,2022-10-21 11:12:20
